,submission_id,submission_state,education,employment_status,percentage,financial_situation,age,are_children_attending_face_to_face_classes,does_home_shows_severe_deficit_of_electricity,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_children_who_stopped_enrolling_in_primary_education,geography,are_there_teachers_at_scheduled_class_hours,are_there_children_who_stopped_enrolling_in_secondary_education,are_children_being_teached_by_unqualified_people,gender,does_home_shows_severe_deficit_of_internet,do_children_have_internet_connection,do_school_and_the_teachers_have_internet_connection,do_children_3_to_17_yrs_miss_virtual_class_due_to_lack_of_electricity,do_children_3_to_17_yrs_miss_class_or_in_lower_grade
2903,5571999564038144,Distrito Federal,9,"I work full-time, either as an employee or self-employed",0.9,Bad_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Female,1,0,0,0,0
2904,5294508890914816,Distrito Federal,8,I am a student and I work part-time,0.9,Midium_situation,16 to 25 years old,0,1,No,0,City center or metropolitan area,Irregularly,0,1,Female,1,1,1,1,0
2909,5530491590803456,Miranda,5,I am a student,0.88,Midium_situation,16 to 25 years old,1,1,2 days,0,Rural,There are not enough,0,0,Male,1,0,0,0,1
2910,6368299184291840,Miranda,6,"I work full-time, either as an employee or self-employed",0.88,Midium_situation,36 to 45 years old,0,1,No,1,Suburban/Peri-urban,Irregularly,0,0,Male,1,1,1,1,0
2912,4921123962880000,Anzoátegui,9,"I work part-time, either as an employee or self-employed",0.95,Bad_situation,26 to 35 years old,1,0,No,0,City center or metropolitan area,There are enough,1,0,Male,1,0,0,1,0
2913,5632850593579008,Zulia,10,"I work full-time, either as an employee or self-employed",0.96,Good_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Male,1,1,1,1,0
2914,5617778328600576,Carabobo,9,I am unemployed,0.93,Bad_situation,36 to 45 years old,0,0,No,0,Rural,There are not enough,1,0,Female,1,1,1,1,1
2915,5154074466189312,Carabobo,7,"I work part-time, either as an employee or self-employed",0.93,Better_situation,26 to 35 years old,0,1,No,0,City center or metropolitan area,Irregularly,0,0,Female,1,0,1,1,0
2916,6152833761280000,Carabobo,4,I am retired,0.93,Midium_situation,Over 45 years old,0,1,No,0,Rural,Irregularly,0,1,Male,1,1,1,1,1
2917,5377752118329344,Carabobo,7,"I do housework, fulfilling domestic tasks, looking after children",0.93,Midium_situation,16 to 25 years old,0,0,No,0,Rural,There are not enough,0,1,Female,1,0,0,1,1
2918,5270549969502208,Carabobo,6,"I work part-time, either as an employee or self-employed",0.93,Bad_situation,36 to 45 years old,0,0,Every day,0,City center or metropolitan area,There are enough,0,1,Male,1,1,1,1,0
2919,6397857417658368,Falcón,7,I am a student,0.97,Bad_situation,16 to 25 years old,1,1,No,1,Rural,There are enough,1,1,Female,1,0,0,1,1
2920,4878839221321728,Miranda,5,I am a student,0.88,Good_situation,16 to 25 years old,1,1,1 day,1,Suburban/Peri-urban,There are enough,1,1,Female,1,1,1,1,1
2921,6421531881373696,Miranda,4,I am a student,0.88,Midium_situation,16 to 25 years old,1,1,Every day,0,Suburban/Peri-urban,Irregularly,0,1,Male,1,0,1,1,1
2922,5986072730533888,Miranda,9,I am unemployed,0.88,Good_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,There are not enough,0,0,Male,1,1,0,1,0
2923,5489214740496384,Miranda,5,I am unemployed,0.88,Midium_situation,Over 45 years old,0,1,No,0,Rural,There are not enough,0,0,Male,1,0,0,0,1
2926,4617135858122752,Miranda,9,"I work part-time, either as an employee or self-employed",0.88,Midium_situation,26 to 35 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Male,1,0,0,0,0
2928,6703109668864000,Miranda,9,"I work part-time, either as an employee or self-employed",0.88,Good_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Female,1,1,1,1,0
2930,6291376252911616,Miranda,7,"I work full-time, either as an employee or self-employed",0.88,Better_situation,Over 45 years old,1,1,Every day,1,City center or metropolitan area,There are enough,1,1,Male,1,1,1,1,1
2931,6582649912295424,Miranda,9,"I work part-time, either as an employee or self-employed",0.88,Better_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,There are not enough,1,0,Female,1,0,0,1,0
2933,6587369494151168,Miranda,7,"I work part-time, either as an employee or self-employed",0.88,Good_situation,36 to 45 years old,0,0,No,1,City center or metropolitan area,Irregularly,0,0,Male,1,1,1,1,1
2934,5829753839026176,Miranda,3,I am a student and I work part-time,0.88,Midium_situation,36 to 45 years old,0,0,No,0,Rural,Irregularly,0,0,Female,1,0,0,1,0
2935,5382363411644416,Miranda,7,"I work full-time, either as an employee or self-employed",0.88,Better_situation,16 to 25 years old,0,1,No,0,City center or metropolitan area,Irregularly,0,0,Female,1,1,1,1,0
2936,6112707156901888,Miranda,7,"I work part-time, either as an employee or self-employed",0.88,Better_situation,36 to 45 years old,1,1,1 day,1,Suburban/Peri-urban,Irregularly,1,0,Male,1,1,1,1,0
2937,6464260682285056,Miranda,9,"I work part-time, either as an employee or self-employed",0.88,Good_situation,36 to 45 years old,0,1,No,1,Suburban/Peri-urban,There are not enough,1,1,Male,1,0,0,1,0
2939,6111858363990016,Miranda,7,None of the above,0.88,Bad_situation,26 to 35 years old,0,1,No,1,Rural,Irregularly,0,0,Male,1,0,1,1,0
2940,6297287067435008,Miranda,8,I am a student and I work part-time,0.88,Bad_situation,26 to 35 years old,0,0,No,1,City center or metropolitan area,Irregularly,1,0,Female,1,0,1,1,0
2941,6242063283912704,Miranda,5,"I work part-time, either as an employee or self-employed",0.88,Better_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Female,1,0,0,0,0
2942,5949935345467392,Miranda,1,"I work part-time, either as an employee or self-employed",0.88,Bad_situation,36 to 45 years old,0,0,No,1,City center or metropolitan area,There are not enough,0,0,Female,1,0,0,1,0
2943,6692400503455744,Miranda,1,"I do housework, fulfilling domestic tasks, looking after children",0.88,Better_situation,26 to 35 years old,1,0,2 days,1,Suburban/Peri-urban,There are not enough,1,1,Female,1,0,0,1,1
2944,6421343573901312,Miranda,7,"I work full-time, either as an employee or self-employed",0.88,Midium_situation,36 to 45 years old,0,0,No,0,Rural,There are enough,0,0,Male,1,0,0,1,0
2945,6475454457577472,Miranda,9,"I work full-time, either as an employee or self-employed",0.88,Bad_situation,36 to 45 years old,0,1,No,0,City center or metropolitan area,There are not enough,0,0,Female,1,0,0,1,0
2947,6326745577029632,Miranda,9,"I work full-time, either as an employee or self-employed",0.88,Good_situation,Over 45 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,0,Female,1,1,0,0,0
2949,6467354132480000,Miranda,5,"I work part-time, either as an employee or self-employed",0.88,Midium_situation,Over 45 years old,0,1,No,0,City center or metropolitan area,There are not enough,0,0,Female,1,0,0,1,0
2950,4548787694731264,Miranda,3,I am retired,0.88,Better_situation,Over 45 years old,1,1,1 day,1,Suburban/Peri-urban,Irregularly,1,1,Female,1,1,1,1,1
2954,5033691180171264,Miranda,9,"I work part-time, either as an employee or self-employed",0.88,Bad_situation,26 to 35 years old,0,0,No,0,Rural,Irregularly,0,0,Female,1,0,0,1,0
2955,5996952000135168,Miranda,7,"I work part-time, either as an employee or self-employed",0.88,Better_situation,36 to 45 years old,0,1,No,1,City center or metropolitan area,Irregularly,0,0,Male,1,0,0,1,0
2956,4845095542325248,Miranda,5,"I do housework, fulfilling domestic tasks, looking after children",0.88,Bad_situation,26 to 35 years old,0,0,No,0,Rural,Irregularly,0,0,Female,1,0,0,0,0
2957,5171001519505408,Miranda,6,"I work part-time, either as an employee or self-employed",0.88,Better_situation,26 to 35 years old,0,1,No,1,City center or metropolitan area,Irregularly,0,0,Female,1,0,0,1,1
2958,4862043751710720,Miranda,4,I am retired,0.88,Midium_situation,Over 45 years old,0,1,No,0,City center or metropolitan area,Irregularly,0,0,Male,1,0,0,1,0
2959,6233563006763008,Miranda,4,I am a student,0.88,Midium_situation,Over 45 years old,0,1,No,0,Rural,Irregularly,0,0,Female,1,0,0,1,0
2961,6081736198062080,Miranda,5,I am a student,0.88,Bad_situation,16 to 25 years old,0,1,No,1,City center or metropolitan area,Irregularly,1,1,Male,1,0,0,1,0
2963,6397497579929600,Miranda,3,I am unemployed,0.88,Better_situation,Over 45 years old,1,1,3 days,1,Rural,Irregularly,1,1,Female,1,1,1,1,1
2967,5619739702591488,Miranda,6,"I work full-time, either as an employee or self-employed",0.88,Bad_situation,26 to 35 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,0,Male,1,0,1,0,0
2968,6216940845793280,Miranda,5,I am unemployed,0.88,Good_situation,26 to 35 years old,1,1,No,1,City center or metropolitan area,There are not enough,1,1,Female,1,1,1,1,1
2969,4828897928806400,Miranda,6,"I work part-time, either as an employee or self-employed",0.88,Midium_situation,Over 45 years old,1,0,3 days,1,Suburban/Peri-urban,Irregularly,0,1,Female,1,1,1,1,1
2970,4542729106489344,Miranda,6,I am a student,0.88,Midium_situation,26 to 35 years old,0,0,No,0,Rural,There are enough,0,0,Male,1,1,0,0,0
2974,4724440297635840,Miranda,8,"I work full-time, either as an employee or self-employed",0.88,Good_situation,26 to 35 years old,0,1,No,0,Suburban/Peri-urban,There are not enough,0,1,Male,1,1,1,0,0
2981,5098796844580864,Miranda,6,I am unemployed,0.88,Bad_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,1,Male,1,1,1,1,1
2982,5317299480559616,Miranda,9,"I work full-time, either as an employee or self-employed",0.88,Better_situation,16 to 25 years old,0,0,No,1,Suburban/Peri-urban,Irregularly,1,0,Male,1,0,1,0,0
2983,4778618306953216,Miranda,9,"I work part-time, either as an employee or self-employed",0.88,Better_situation,26 to 35 years old,1,0,No,0,City center or metropolitan area,Irregularly,0,0,Female,1,1,1,0,0
2986,4864373435924480,Miranda,4,"I work part-time, either as an employee or self-employed",0.88,Midium_situation,16 to 25 years old,0,0,3 days,1,City center or metropolitan area,There are enough,0,0,Female,1,1,0,0,1
2987,4970245856165888,Miranda,7,"I work part-time, either as an employee or self-employed",0.88,Bad_situation,36 to 45 years old,0,0,3 days,0,Rural,There are not enough,0,0,Female,1,0,0,1,0
2990,6151487372918784,Miranda,5,"I do housework, fulfilling domestic tasks, looking after children",0.88,Bad_situation,36 to 45 years old,0,0,No,1,Suburban/Peri-urban,There are not enough,0,0,Female,1,0,0,1,0
2991,5406384215818240,Miranda,9,"I work full-time, either as an employee or self-employed",0.88,Good_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,0,Female,1,1,1,1,0
2992,6422993696980992,Miranda,8,"I work full-time, either as an employee or self-employed",0.88,Bad_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Male,1,1,1,0,0
2993,6196456989130752,Miranda,7,I am a student,0.88,Midium_situation,26 to 35 years old,0,0,No,1,City center or metropolitan area,Irregularly,1,0,Female,1,1,1,1,1
2994,6732340947845120,Miranda,9,"I work full-time, either as an employee or self-employed",0.88,Midium_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Male,1,0,1,1,0
2995,5917138975195136,Miranda,5,I am a student,0.88,Bad_situation,16 to 25 years old,0,0,2 days,0,Rural,There are not enough,1,0,Female,1,1,0,1,0
2996,4633988286382080,Miranda,9,I am a student and I work part-time,0.88,Midium_situation,26 to 35 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Female,1,0,0,1,0
2998,5952630169010176,Miranda,7,"I work full-time, either as an employee or self-employed",0.88,Midium_situation,26 to 35 years old,0,0,No,0,Rural,There are enough,0,0,Male,1,0,1,0,0
2999,6022066167087104,Miranda,9,"I work part-time, either as an employee or self-employed",0.88,Midium_situation,26 to 35 years old,1,1,2 days,1,City center or metropolitan area,There are enough,0,0,Female,1,0,1,1,1
3000,5597516031852544,Miranda,1,"I do housework, fulfilling domestic tasks, looking after children",0.88,Good_situation,Over 45 years old,0,1,No,1,City center or metropolitan area,Irregularly,0,0,Female,1,1,1,0,1
3001,5684470714990592,Miranda,7,"I work part-time, either as an employee or self-employed",0.88,Better_situation,36 to 45 years old,0,1,2 days,1,City center or metropolitan area,Irregularly,1,1,Male,1,0,0,1,1
3002,6204739783229440,Miranda,9,I am retired,0.88,Better_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,1,Male,1,0,0,1,0
3004,5069153450065920,Miranda,9,I am unemployed,0.88,Midium_situation,26 to 35 years old,0,0,No,0,Rural,There are enough,0,0,Female,1,0,0,1,0
3005,6279931473690624,Miranda,7,"I work full-time, either as an employee or self-employed",0.88,Bad_situation,36 to 45 years old,1,1,No,1,City center or metropolitan area,Irregularly,1,0,Male,1,0,0,1,0
3006,5758857736617984,Miranda,9,"I work part-time, either as an employee or self-employed",0.88,Bad_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Female,1,1,1,1,0
3009,5533801399975936,Miranda,5,"I work full-time, either as an employee or self-employed",0.88,Better_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Female,1,1,1,0,0
3011,5961102260436992,Miranda,5,"I work part-time, either as an employee or self-employed",0.88,Better_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Male,1,0,0,0,0
3012,6584302551957504,Miranda,10,"I work part-time, either as an employee or self-employed",0.88,Better_situation,36 to 45 years old,0,1,No,0,City center or metropolitan area,There are enough,0,0,Male,1,1,1,1,0
3014,5634956469731328,Miranda,10,None of the above,0.88,Midium_situation,36 to 45 years old,0,1,No,0,City center or metropolitan area,Irregularly,0,1,Female,1,1,0,1,1
3015,6702925505363968,Miranda,9,"I work full-time, either as an employee or self-employed",0.88,Bad_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,1,Female,1,0,0,0,0
3016,4524804664459264,Miranda,7,"I work full-time, either as an employee or self-employed",0.88,Bad_situation,36 to 45 years old,1,0,No,1,Rural,There are enough,1,1,Male,1,1,1,1,1
3018,5850422815490048,Miranda,6,"I work part-time, either as an employee or self-employed",0.88,Bad_situation,Over 45 years old,0,0,No,0,Rural,Irregularly,0,0,Female,1,1,0,1,0
3021,6399134969102336,Miranda,9,I am unemployed,0.88,Better_situation,26 to 35 years old,0,0,No,1,Suburban/Peri-urban,Irregularly,1,0,Female,1,1,1,1,0
3022,4964030031855616,Miranda,5,"I work part-time, either as an employee or self-employed",0.88,Bad_situation,Over 45 years old,1,1,2 days,1,Rural,Irregularly,1,1,Male,1,1,1,1,1
3023,4906430091231232,Miranda,5,I am retired,0.88,Bad_situation,Over 45 years old,0,0,Every day,1,Suburban/Peri-urban,Irregularly,0,1,Female,1,0,0,1,0
3025,5696197804425216,Miranda,9,"I work full-time, either as an employee or self-employed",0.88,Bad_situation,Over 45 years old,0,1,No,0,City center or metropolitan area,There are not enough,0,0,Female,1,1,1,1,0
3026,4865792838729728,Miranda,9,I am retired,0.88,Better_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Male,1,1,1,1,0
3027,5068886021242880,Miranda,8,I am a student and I work part-time,0.88,Midium_situation,26 to 35 years old,0,1,3 days,1,City center or metropolitan area,Irregularly,1,0,Male,1,1,1,1,1
3029,6679206363922432,Miranda,7,"I work full-time, either as an employee or self-employed",0.88,Bad_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,1,Male,1,1,1,0,1
3030,4873968325754880,Miranda,6,"I work part-time, either as an employee or self-employed",0.88,Bad_situation,26 to 35 years old,0,1,No,0,Rural,Irregularly,0,0,Male,1,1,1,1,1
3031,5338357302558720,Miranda,6,I am a student,0.88,Midium_situation,16 to 25 years old,1,0,No,1,City center or metropolitan area,Irregularly,1,1,Female,1,1,1,1,1
3032,6086937487343616,Miranda,9,"I work full-time, either as an employee or self-employed",0.88,Midium_situation,Over 45 years old,0,1,No,0,City center or metropolitan area,Irregularly,0,1,Female,1,0,0,1,1
3033,5986326972465152,Miranda,2,I am a student,0.88,Bad_situation,36 to 45 years old,1,1,No,1,Suburban/Peri-urban,There are not enough,1,1,Female,1,0,1,1,1
3038,6505769678929920,Miranda,5,"I do housework, fulfilling domestic tasks, looking after children",0.88,Bad_situation,16 to 25 years old,1,0,No,0,City center or metropolitan area,Irregularly,0,0,Female,1,1,1,1,0
3039,4881030527057920,Mérida,9,"I work full-time, either as an employee or self-employed",0.93,Bad_situation,26 to 35 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Male,1,1,1,1,0
3040,5842444997623808,Mérida,9,"I work part-time, either as an employee or self-employed",0.93,Good_situation,26 to 35 years old,0,1,No,0,City center or metropolitan area,Irregularly,0,1,Female,1,0,0,1,0
3042,5416570921943040,Mérida,7,"I do housework, fulfilling domestic tasks, looking after children",0.93,Midium_situation,26 to 35 years old,0,1,No,0,City center or metropolitan area,Irregularly,0,0,Female,1,1,1,1,1
3043,4683378749341696,Carabobo,7,I am unemployed,0.93,Bad_situation,26 to 35 years old,0,0,No,1,Rural,Irregularly,0,0,Female,1,0,0,1,1
3044,6111522081472512,Mérida,6,"I work part-time, either as an employee or self-employed",0.93,Better_situation,16 to 25 years old,0,1,No,1,City center or metropolitan area,There are not enough,0,1,Male,1,1,1,1,1
3045,5658879974440960,Carabobo,4,"I do housework, fulfilling domestic tasks, looking after children",0.93,Bad_situation,36 to 45 years old,0,1,No,1,Rural,There are not enough,0,1,Female,1,1,0,1,1
3047,6221729935654912,Carabobo,9,"I work part-time, either as an employee or self-employed",0.93,Midium_situation,Over 45 years old,0,1,No,0,City center or metropolitan area,Irregularly,0,0,Male,1,0,0,1,0
3048,6028214949642240,Carabobo,8,I am a student and I work part-time,0.93,Midium_situation,26 to 35 years old,0,1,No,0,Rural,Irregularly,0,0,Female,1,0,0,1,1
